"","GO_ID","Term"
"479","GO:0001768","establishment of T cell polarity"
"480","GO:0001769","establishment of B cell polarity"
"481","GO:0001770","establishment of natural killer cell polarity"
"482","GO:0001771","immunological synapse formation"
"483","GO:0001773","myeloid dendritic cell activation"
"484","GO:0001774","microglial cell activation"
"485","GO:0001775","cell activation"
"486","GO:0001776","leukocyte homeostasis"
"487","GO:0001777","T cell homeostatic proliferation"
"488","GO:0001778","plasma membrane repair"
"489","GO:0001779","natural killer cell differentiation"
"490","GO:0001780","neutrophil homeostasis"
"491","GO:0001781","neutrophil apoptotic process"
"492","GO:0001782","B cell homeostasis"
"493","GO:0001783","B cell apoptotic process"
"494","GO:0001787","natural killer cell proliferation"
"495","GO:0001788","antibody-dependent cellular cytotoxicity"
"496","GO:0001794","type IIa hypersensitivity"
"497","GO:0001795","type IIb hypersensitivity"
"498","GO:0001796","regulation of type IIa hypersensitivity"
"499","GO:0001797","negative regulation of type IIa hypersensitivity"
"500","GO:0001798","positive regulation of type IIa hypersensitivity"
"501","GO:0001799","regulation of type IIb hypersensitivity"
"502","GO:0001800","negative regulation of type IIb hypersensitivity"
"503","GO:0001801","positive regulation of type IIb hypersensitivity"
"504","GO:0001802","type III hypersensitivity"
"505","GO:0001803","regulation of type III hypersensitivity"
"506","GO:0001804","negative regulation of type III hypersensitivity"
"507","GO:0001805","positive regulation of type III hypersensitivity"
"508","GO:0001806","type IV hypersensitivity"
"509","GO:0001807","regulation of type IV hypersensitivity"
"510","GO:0001808","negative regulation of type IV hypersensitivity"
"511","GO:0001809","positive regulation of type IV hypersensitivity"
"512","GO:0001810","regulation of type I hypersensitivity"
"513","GO:0001811","negative regulation of type I hypersensitivity"
"514","GO:0001812","positive regulation of type I hypersensitivity"
"515","GO:0001813","regulation of antibody-dependent cellular cytotoxicity"
"516","GO:0001814","negative regulation of antibody-dependent cellular cytotoxicity"
"517","GO:0001815","positive regulation of antibody-dependent cellular cytotoxicity"
"518","GO:0001816","cytokine production"
"519","GO:0001817","regulation of cytokine production"
"520","GO:0001818","negative regulation of cytokine production"
"521","GO:0001819","positive regulation of cytokine production"
"522","GO:0001820","serotonin secretion"
"523","GO:0001821","histamine secretion"
"524","GO:0001822","kidney development"
"525","GO:0001823","mesonephros development"
"526","GO:0001824","blastocyst development"
"527","GO:0001825","blastocyst formation"
"528","GO:0001826","inner cell mass cell differentiation"
"529","GO:0001827","inner cell mass cell fate commitment"
"530","GO:0001828","inner cell mass cellular morphogenesis"
"531","GO:0001829","trophectodermal cell differentiation"
"532","GO:0001830","trophectodermal cell fate commitment"
"533","GO:0001831","trophectodermal cellular morphogenesis"
"534","GO:0001832","blastocyst growth"
"535","GO:0001833","inner cell mass cell proliferation"
"536","GO:0001834","trophectodermal cell proliferation"
"537","GO:0001835","blastocyst hatching"
"538","GO:0001836","release of cytochrome c from mitochondria"
"539","GO:0001837","epithelial to mesenchymal transition"
"540","GO:0001838","embryonic epithelial tube formation"
"541","GO:0001839","neural plate morphogenesis"
"542","GO:0001840","neural plate development"
"543","GO:0001841","neural tube formation"
"544","GO:0001842","neural fold formation"
"545","GO:0001843","neural tube closure"
"546","GO:0001844","protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"
"547","GO:0001845","phagolysosome assembly"
"548","GO:0001865","NK T cell differentiation"
"549","GO:0001866","NK T cell proliferation"
"550","GO:0001867","complement activation, lectin pathway"
"551","GO:0001868","regulation of complement activation, lectin pathway"
"552","GO:0001869","negative regulation of complement activation, lectin pathway"
"553","GO:0001870","positive regulation of complement activation, lectin pathway"
"554","GO:0001878","response to yeast"
"555","GO:0001879","detection of yeast"
"556","GO:0001880","Mullerian duct regression"
"557","GO:0001881","receptor recycling"
"558","GO:0001885","endothelial cell development"
"559","GO:0001886","endothelial cell morphogenesis"
"560","GO:0001887","selenium compound metabolic process"
"561","GO:0001889","liver development"
"562","GO:0001890","placenta development"
"563","GO:0001892","embryonic placenta development"
"564","GO:0001893","maternal placenta development"
"565","GO:0001894","tissue homeostasis"
"566","GO:0001895","retina homeostasis"
"567","GO:0001896","autolysis"
"568","GO:0001897","cytolysis by symbiont of host cells"
"569","GO:0001898","regulation of cytolysis by symbiont of host cells"
"570","GO:0001899","negative regulation of cytolysis by symbiont of host cells"
"571","GO:0001900","positive regulation of cytolysis by symbiont of host cells"
"572","GO:0001905","activation of membrane attack complex"
"573","GO:0001906","cell killing"
"574","GO:0001907","killing by symbiont of host cells"
"575","GO:0001909","leukocyte mediated cytotoxicity"
"576","GO:0001910","regulation of leukocyte mediated cytotoxicity"
"577","GO:0001911","negative regulation of leukocyte mediated cytotoxicity"
"578","GO:0001912","positive regulation of leukocyte mediated cytotoxicity"
"579","GO:0001913","T cell mediated cytotoxicity"
"580","GO:0001914","regulation of T cell mediated cytotoxicity"
"581","GO:0001915","negative regulation of T cell mediated cytotoxicity"
"582","GO:0001916","positive regulation of T cell mediated cytotoxicity"
"583","GO:0001919","regulation of receptor recycling"
"584","GO:0001920","negative regulation of receptor recycling"
"585","GO:0001921","positive regulation of receptor recycling"
"586","GO:0001922","B-1 B cell homeostasis"
"587","GO:0001923","B-1 B cell differentiation"
"588","GO:0001924","regulation of B-1 B cell differentiation"
"589","GO:0001925","negative regulation of B-1 B cell differentiation"
"590","GO:0001926","positive regulation of B-1 B cell differentiation"
"591","GO:0001927","exocyst assembly"
"592","GO:0001928","regulation of exocyst assembly"
"593","GO:0001929","negative regulation of exocyst assembly"
"594","GO:0001930","positive regulation of exocyst assembly"
"595","GO:0001932","regulation of protein phosphorylation"
"596","GO:0001933","negative regulation of protein phosphorylation"
"597","GO:0001934","positive regulation of protein phosphorylation"
"598","GO:0001935","endothelial cell proliferation"
"599","GO:0001936","regulation of endothelial cell proliferation"
"600","GO:0001937","negative regulation of endothelial cell proliferation"
"601","GO:0001938","positive regulation of endothelial cell proliferation"
"602","GO:0001941","postsynaptic membrane organization"
"603","GO:0001942","hair follicle development"
"604","GO:0001944","vasculature development"
"605","GO:0001945","lymph vessel development"
"606","GO:0001946","lymphangiogenesis"
"607","GO:0001947","heart looping"
"608","GO:0001949","sebaceous gland cell differentiation"
"609","GO:0001951","intestinal D-glucose absorption"
"610","GO:0001952","regulation of cell-matrix adhesion"
"611","GO:0001953","negative regulation of cell-matrix adhesion"
"612","GO:0001954","positive regulation of cell-matrix adhesion"
"613","GO:0001955","blood vessel maturation"
"614","GO:0001956","positive regulation of neurotransmitter secretion"
"615","GO:0001957","intramembranous ossification"
"616","GO:0001958","endochondral ossification"
"617","GO:0001959","regulation of cytokine-mediated signaling pathway"
"618","GO:0001960","negative regulation of cytokine-mediated signaling pathway"
"619","GO:0001961","positive regulation of cytokine-mediated signaling pathway"
"620","GO:0001963","synaptic transmission, dopaminergic"
"621","GO:0001964","startle response"
"622","GO:0001966","thigmotaxis"
"623","GO:0001967","suckling behavior"
"624","GO:0001969","regulation of activation of membrane attack complex"
"625","GO:0001970","positive regulation of activation of membrane attack complex"
"626","GO:0001971","negative regulation of activation of membrane attack complex"
"627","GO:0001973","G protein-coupled adenosine receptor signaling pathway"
"628","GO:0001974","blood vessel remodeling"
"629","GO:0001975","response to amphetamine"
"630","GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure"
"631","GO:0001977","renal system process involved in regulation of blood volume"
"632","GO:0001978","regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback"
"633","GO:0001979","regulation of systemic arterial blood pressure by chemoreceptor signaling"
"634","GO:0001980","regulation of systemic arterial blood pressure by ischemic conditions"
"635","GO:0001981","baroreceptor detection of arterial stretch"
"636","GO:0001982","baroreceptor response to decreased systemic arterial blood pressure"
"637","GO:0001983","baroreceptor response to increased systemic arterial blood pressure"
"638","GO:0001984","artery vasodilation involved in baroreceptor response to increased systemic arterial blood pressure"
"639","GO:0001985","negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure"
"640","GO:0001986","negative regulation of the force of heart contraction involved in baroreceptor response to increased systemic arterial blood pressure"
"641","GO:0001987","vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure"
"642","GO:0001988","positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure"
"643","GO:0001989","positive regulation of the force of heart contraction involved in baroreceptor response to decreased systemic arterial blood pressure"
"644","GO:0001990","regulation of systemic arterial blood pressure by hormone"
"645","GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin"
"646","GO:0001992","regulation of systemic arterial blood pressure by vasopressin"
"647","GO:0001993","regulation of systemic arterial blood pressure by norepinephrine-epinephrine"
"648","GO:0001994","norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure"
"649","GO:0001995","norepinephrine-epinephrine catabolic process in blood stream"
"650","GO:0001996","positive regulation of heart rate by epinephrine-norepinephrine"
"651","GO:0001997","positive regulation of the force of heart contraction by epinephrine-norepinephrine"
"652","GO:0001998","angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure"
"653","GO:0001999","renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure"
"654","GO:0002000","detection of renal blood flow"
"655","GO:0002001","renin secretion into blood stream"
"656","GO:0002002","regulation of angiotensin levels in blood"
"657","GO:0002003","angiotensin maturation"
"658","GO:0002004","secretion of vasopressin involved in fast regulation of systemic arterial blood pressure"
"659","GO:0002006","vasoconstriction by vasopressin involved in systemic arterial blood pressure control"
"660","GO:0002007","detection of hypoxic conditions in blood by chemoreceptor signaling"
"661","GO:0002008","excitation of vasomotor center by chemoreceptor signaling"
"662","GO:0002009","morphogenesis of an epithelium"
"663","GO:0002010","excitation of vasomotor center by baroreceptor signaling"
"664","GO:0002011","morphogenesis of an epithelial sheet"
"665","GO:0002012","vasoconstriction of artery involved in chemoreceptor response to lowering of systemic arterial blood pressure"
"666","GO:0002013","detection of carbon dioxide by vasomotor center"
"667","GO:0002014","vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure"
"668","GO:0002015","regulation of systemic arterial blood pressure by atrial baroreceptor feedback"
"669","GO:0002016","regulation of blood volume by renin-angiotensin"
"670","GO:0002017","regulation of blood volume by renal aldosterone"
"671","GO:0002018","renin-angiotensin regulation of aldosterone production"
"672","GO:0002019","regulation of renal output by angiotensin"
"673","GO:0002021","response to dietary excess"
"674","GO:0002022","detection of dietary excess"
"675","GO:0002023","reduction of food intake in response to dietary excess"
"676","GO:0002024","diet induced thermogenesis"
"677","GO:0002025","norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure"
"678","GO:0002026","regulation of the force of heart contraction"
"679","GO:0002027","regulation of heart rate"
"680","GO:0002028","regulation of sodium ion transport"
"681","GO:0002029","desensitization of G protein-coupled receptor signaling pathway"
"682","GO:0002030","inhibitory G protein-coupled receptor phosphorylation"
"683","GO:0002031","G protein-coupled receptor internalization"
"684","GO:0002032","desensitization of G protein-coupled receptor signaling pathway by arrestin"
"685","GO:0002033","angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure"
"686","GO:0002034","maintenance of blood vessel diameter homeostasis by renin-angiotensin"
"687","GO:0002035","brain renin-angiotensin system"
"688","GO:0002036","regulation of L-glutamate import across plasma membrane"
"689","GO:0002037","negative regulation of L-glutamate import across plasma membrane"
